"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Many thanks, John. And good morning, and good afternoon from my side as well. All the initiatives mentioned by John earlier have had a positive impact on our financial results. Our EBITDA performance has strongly increased during both the third quarter an",694,"Many thanks, John. And good morning, and good afternoon from my side as well. All the initiatives mentioned by John earlier have had a positive impact on our financial results. Our EBITDA performance has strongly increased during both the third quarter and the first 9 months of the year. And this is due to, first, the pricing of fuel following the renewal of our refined products supply agreement with ADNOC. 
And second, inventory gains driven by higher oil prices, leading to $21 million in additional EBITDA in the third quarter and $80 million additional EBITDA since the beginning of the year. 
Our underlying EBITDA performance, excluding inventory gains has also significantly increased by 26% year-on-year in the third quarter 2018. 
It is also important to note that our industry-leading margins had continued to improve on the back of our cost efficiency initiatives. 
Overall, this strong profitable improvement along with the significant reduction in CapEx has led to a 67.6% year-on-year increase in our adjusted free cash flow, defined as EBITDA minus CapEx. 
Let me specifically now talk about the reported actual cash movements during the first 9 months of the year. 
As John pointed out earlier, cash flow generated from actual operations amounted during the 9 months to $586 million. In addition, $432 million have been generated from working capital, and this is mainly driven by the increase in our credit terms as part of our supply agreement with ADNOC from 30 days to 60 days. 
At year-end, we expect this amount whilst still significant to be slightly lower than the Q3 figure. And finally, including finance cost and $200 million dividends paid in April, total cash generation amounted to $680 million during the first 9 months of the year. 
Our gross cash position has increased to $1.4 billion as of the end of the third quarter, and this is resulting in a net debt-to-EBITDA ratio of only 0.1x compared to 1.7x as of the 31st of last year in December. 
And finally, on November 1, we paid our shareholders the first dividend transfer of $200 million related to fiscal year 2018 as an interim dividend. And this is leading to a total amount of $400 million paid to our shareholders during calendar year 2018. 
Let me highlight a couple of key takeaways in terms of financial and operational metrics. 
As you can see, we've witnessed strong financial results during the third quarter, gross profit is up by 26.5%. EBITDA stated 42%, and net income 55% year-on-year. 
This performance has been resilient despite market headwinds, leading to 5.3% decrease during the third quarter in total fuel volume served with retail fuel volumes down 5.6% year-on-year. 
Let me now move on to give you a more detailed overview by segments. 
We have witnessed strong year-on-year gross profit growth across all segments this quarter with double-digit retail and aviation growth of 33.7% and 34.8%, respectively. This growth has been coupled with the improved gross profit margin across fuel and nonfuel retail and aviation segments despite lower volumes. 
On the fuel and nonfuel retail segment gross profit margin has increased by 200 basis points, year-on-year to 21.1% in the third quarter. 
Also, nonfuel retail gross profit including allied services has increased by 8.1% year-on-year in the third quarter. 
Our corporate segment gross profit has increased by 9.1% in the third quarter year-on-year, and this is on the back of a more proactive fuel pricing, particularly in our diesel. 
And finally, the aviation segment has benefited from the change of contractual profile with a cost plus 8% compensation from our parent company. 
A couple of takeaways with respect to EBITDA per segment. The fuel and nonfuel retail segments witnessed a significant increase in EBITDA, which almost doubled year-on-year. 
And this was driven by the continuous implementation of our cost initiatives. The cost monitoring has also led to an improvement of regional EBITDA margin by 420 basis points to 10.9%. 
The 21.7% decrease in aviation EBITDA during the third quarter was impacted by lower volumes and the inclusion of recoverable costs related to civil aviation fueling services. With that, let me now hand over to Saeed for the outlook."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Thank you, Petri. So in summary, we approach the end of the year with momentum after another set of resilient results in the third quarter. Our priority remains the execution of our strategic initiatives, and we are confident that we will deliver on those",172,"Thank you, Petri. So in summary, we approach the end of the year with momentum after another set of resilient results in the third quarter. Our priority remains the execution of our strategic initiatives, and we are confident that we will deliver on those initiatives set for 2018. 
We would also continue our expansion in both fuel and nonfuel retails with entrance to the Dubai and international market, while pursuing our efforts on cost efficiencies and working capital management. 
We are confident for the recovery and the medium to term -- medium term in light of the significant government investments that have been announced and we have been also -- are confident on the market expected to support the UAE economy. Finally, we remain grateful for our shareholders continued belief in ADNOC Distribution's future growth and positive development. We will continue to pursue our ambition to transform the company into a more efficient performance-driven, commercially-minded and customer-focused business. Thank you for listening and with that, we will now hand over for questions."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","[Operator Instructions] Our first question comes from Taher Safieddine of Citi.",11,"[Operator Instructions] Our first question comes from Taher Safieddine of Citi."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Couple of questions, if I may. First one is on the fuel margin. I mean, clearly the higher oil prices are benefiting you on the revenues across the different segments, but if we just do some calculation, I think you've mentioned the number in terms of inv",376,"Couple of questions, if I may. First one is on the fuel margin. I mean, clearly the higher oil prices are benefiting you on the revenues across the different segments, but if we just do some calculation, I think you've mentioned the number in terms of inventory gain, I am getting something closer to AED 48 per liter in terms of gross margin versus around AED 0.48, sorry, versus AED 0.33. 
I just want to look at, I mean, given where the oil price backdropped, I mean, in 2, 3 quarters, we might have a different discussion and oil prices are down and these inventory gains might move into losses. 
So my question is what is the sustainable gross margin per liter that we can look at? I mean, if we take out the gains, you are running at around AED 0.43 per liter. 
Does this make sense? Am I missing something here? So this is my first question. The second question, if I may, on the nonfuel retail. You mentioned the gross profit with the allied services, but if we take the allied services out, the numbers are much more muted in terms of growth, it's only up 3% in Q3. 
And just looking at the numbers, nonfuel transactions are down, basket size is up, conversion ratio is down year-over-year.
So I mean, I'm just trying to understand, I mean, are you happy with the performance of the nonfuel retail? Is there any guidance or targets that you have in mind that you want to reach, because I remember at the time of the IPO, you've established some targets in terms of conversion ratio, but clearly, you're still well, well below those. So any updates on that? 
And finally, John, you were on Bloomberg busy talking about Saudi expansion. I'm just wondering the model for this expansion now given that the pricing hasn't changed. Your peers in Saudi Arabia, like ALDREES are struggling with an EBIT margin of around maybe 3%, 4% on fuel, while you guys are sitting at double digits. So why Saudi at this time, unless it's a franchised model, and you're going to get a management fee?
Sorry, I know it's a lot of questions. But that's it from my end."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Thank you very much. Wow. All right, let me try and start with that, your fuel margin. I think we have been trying to be much more transparent this time in terms of the impact of oil price gains. And we said, in the quarter it was about $20 million",263,"Okay. Thank you very much. Wow. All right, let me try and start with that, your fuel margin. I think we have been trying to be much more transparent this time in terms of the impact of oil price gains. And we said, in the quarter it was about $20 million and year-to-date $80 million. So those are the best figures we can come up with and I think they're pretty accurate. 
In terms of our fuel margin behind that, I think, if you back those out and you get to your AED 0.43, I think, that's a reasonable target. 
And your question, therefore, on oil prices going down. I think that plays very strongly to the backstop we have, and I know backstop is a bad word at the moment across the world, but the backstop we have in terms of our margin. 
So don't forget we have a guaranteed margin. And that margin is guaranteed by the government, in terms of absolute terms. And if oil prices were to go down significantly next year, we still have that guaranteed margin to ADNOC as well. 
So we don't see a risk over an annual period, a 12-month period, on oil prices. If oil prices were to go down significantly in quarter 4, we would have some impact on that, but we feel pretty resilient around that. 
Hope that answers the question, but I think it's a bad thing. Yes, we captured the upside, and we don't lose the downside over the 12-month period. 
In our nonfuel retail -- sorry, please go ahead."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","No, no. Just on this, I mean, the non -- excluding the inventory gains, the AED 0.43, I mentioned, this looks like a sustainable number even if oil prices, I don't know, by next year same time are down 40%, 50%. I mean, is this a reasonable way to think a",52,"No, no. Just on this, I mean, the non -- excluding the inventory gains, the AED 0.43, I mentioned, this looks like a sustainable number even if oil prices, I don't know, by next year same time are down 40%, 50%. I mean, is this a reasonable way to think about it?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. In our nonfuel retail business, you're right, it's up 3%. We feel very pleased with that. For a couple of reasons, one is the market has been a tough market this year with the introduction of that, and in particular in -- at the end of Q3 last year,",215,"Yes. In our nonfuel retail business, you're right, it's up 3%. We feel very pleased with that. For a couple of reasons, one is the market has been a tough market this year with the introduction of that, and in particular in -- at the end of Q3 last year, the sugar tax and the tobacco tax. 
And what we saw after that was a significant uplift in Q3 last year, people buying upfront of that and a significant drop into Q4. 
And therefore, what I expect to see going forward as we now come out of the period and we have a much more like-for-like basis is better, pretty good in comparison year-on-year. 
That said, our conversion rate is still lower than we would like it to be. We have given guidance that our nonfuel growth profit as a percentage of our oil profit was below 10%. We're creeping up, but we -- our target is a 25% target and that remains 25% to 50% in the long run, remains our target there. 
So we are happy that we have started the journey. We are less happy at the pace of it, but actually we're seeing some good acceleration with the Géant, with our Oasis and with our category management Q2 -- Q3, Q4."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Sorry to interrupt you, sorry, I didn't -- I missed the last part. What -- sorry, the targeted 25% is what?",21,"Sorry to interrupt you, sorry, I didn't -- I missed the last part. What -- sorry, the targeted 25% is what?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","25% to 50% over the long -- over the strategic period in terms of conversion.This is not -- that this is not -- sorry, it's conversion and it's nonfuel growth margin as the percentage of the overall margin. In terms of our Saudi Arabia expansion, it i",161,"25% to 50% over the long -- over the strategic period in terms of conversion.
This is not -- that this is not -- sorry, it's conversion and it's nonfuel growth margin as the percentage of the overall margin. 
In terms of our Saudi Arabia expansion, it is a franchise model that we're going with, you're absolutely right in your observation. And what we have said is the opening of our sites to Saudi Arabia is that we wanted to actually position ourselves in Saudi Arabia with an operating license, which we have got, and we wanted to actually start to operate and to learn how to operate in Saudi Arabia. That is what the sites that we're opening will do. But it's through a franchised model and therefore it has a minimum of CapEx for us. It has, obviously, strong IRRs, but low absolute profitability when you have so fewer sites, so there is no downside risk to us there."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","So, sorry -- just to add on this one, and I'll leave it for my colleagues. So effectively, when you talk about franchise model, ideally it's going to be either a percentage of profit or a percentage of revenue, right, in terms of the income, I mean, rathe",54,"So, sorry -- just to add on this one, and I'll leave it for my colleagues. So effectively, when you talk about franchise model, ideally it's going to be either a percentage of profit or a percentage of revenue, right, in terms of the income, I mean, rather than a valuation on the margin?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Correct. Yes, yes.",3,"Correct. Yes, yes."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","And is it safe to assume, just to put the Saudi argument to bed. With the current pricing model, ADNOC Distribution will not go in a very active model, right, given the current landscape with the Aramco pricing. Is it safe, I mean, to assume that? And may",75,"And is it safe to assume, just to put the Saudi argument to bed. With the current pricing model, ADNOC Distribution will not go in a very active model, right, given the current landscape with the Aramco pricing. Is it safe, I mean, to assume that? And maybe, look at it, if Aramco changes this then you will be considering a more full-fledged expansion into Saudi? Is it reasonable to think about it like this?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes, I can not -- I'll put it in a slightly different way, if I may, and I'm not trying to move things around. We've said all along from an investment criteria perspective that we would look to have a 15%, which is IRR. And a 3- to 5-year payback on our b",106,"Yes, I can not -- I'll put it in a slightly different way, if I may, and I'm not trying to move things around. We've said all along from an investment criteria perspective that we would look to have a 15%, which is IRR. And a 3- to 5-year payback on our business in Saudi, and that is the investment views we would have. 
So I think it's safe to say when we look at Saudi, we would have to have a number of business models. But today, the retail margin doesn't support it on its own. We would have to have a different business model."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Our next question comes from Rita Guindy of Arqaam Capital.",10,"Our next question comes from Rita Guindy of Arqaam Capital."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I have a few questions as well. The first relates to ADNOC Flex. What penetration rates are you expecting for service refueling in 2019 and beyond? I see that we were at 20% in the first quarter in Q3, I'd just like to know what we see them at going forwa",156,"I have a few questions as well. The first relates to ADNOC Flex. What penetration rates are you expecting for service refueling in 2019 and beyond? I see that we were at 20% in the first quarter in Q3, I'd just like to know what we see them at going forward.
The second question is on the number of station additions, do you think you could revisit the number of station additions in the UAE, given the demand dynamics in the UAE this year? Or are we still looking for around 10 stations per annum 2019 onwards? 
And then the next question is on CapEx. So I believe, we said that from around $210 million of CapEx this year on around 13 stations, we were looking for up to 40% reduction in construction cost per station next year, so that will bring CapEx down to around $100 million to $120 million. Do you think that's achievable?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay. Thank you. In terms of the penetration rate, we haven't given guidance on 2019. We're giving results on 2018. And what we're seeing, I can say is that the -- our ADNOC Flex penetration as we improve the uptake on rewards, et cetera, is growing, but",418,"Okay. Thank you. In terms of the penetration rate, we haven't given guidance on 2019. We're giving results on 2018. And what we're seeing, I can say is that the -- our ADNOC Flex penetration as we improve the uptake on rewards, et cetera, is growing, but we haven't got -- given a guidance for 2019 as yet. 
What we did do, though, and we were really clear is that we wanted to go in ADNOC Flex at the top end of the range, which is why we went to AED 10, that allows us to create a huge amount of optionality, not just around the penetration rate as well, but also the opportunity for cost reduction around our business model and [we continue] to see significant upside for 2019. 
In terms of station additions. It's a great question, and I think we continuously revisit the number of stations we put out. We have our investment criteria that we come back to. And what we see as we grow our convenience stores and our nonfuel business that actually increasing our station count at a reduced CapEx, a strong return still across the UAE. 
We are very mindful of the volume decline, but we're also mindful of any congestion, et cetera, across the business. 
So we are balancing those 2 at the moment. So we feel with -- especially with ADNOC Flex and our reduced model that there is still space for us to grow across the UAE. And of course, grow in particular across Dubai. 
Your third question on CapEx, the $210 million. Our guidance for next year remains below $200 million. Our 13 stations, for sure, we see -- expect to see a reduced reduction in CapEx from those and that will flow to a reduction in the overall CapEx budget. 
However, I would say that somewhere in the region of $50 million to $60 million of our CapEx is maintenance and kind of ongoing CapEx. And therefore, it is not all new growth. 
So our guidance is trying to be -- we're trying to reduce our maintenance CapEx, but today, it's in the region of $50 million to $60 million. 
And we, as I said earlier, putting in infrastructure projects as well to help reduce our overall cost of our network, but that is part of our CapEx budget. So our total CapEx budget is not all in at new stations. Therefore, it wouldn't be accurate to take the 40% reduction on the total $200 million."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Understood. And just a final question on the corporate segment, do we or should we expect a recovery in the margins back to the low 20s from the 15% level we saw in Q3?",34,"Understood. And just a final question on the corporate segment, do we or should we expect a recovery in the margins back to the low 20s from the 15% level we saw in Q3?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","The corporate sector and the margin in the corporate sector is very linked to product mix and a little bit around seasonality in terms of power generation, et cetera. We would expect a normalized margin to be in 15% to 25% range, somewhere in that range.",83,"The corporate sector and the margin in the corporate sector is very linked to product mix and a little bit around seasonality in terms of power generation, et cetera. We would expect a normalized margin to be in 15% to 25% range, somewhere in that range. 
It is very dependent on the market as we go. And we have changed our focus in our corporate sector to very much being a gross -- profit gross margin-focused business rather than an overall volume-focused business."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","We have no further questions on the line, I'll hand back for any further remarks.",15,"We have no further questions on the line, I'll hand back for any further remarks."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes, we have a question on Internet, on balance sheet and operating cash flows being strong. Would you consider increasing your dividend guidance for 2019?",25,"Yes, we have a question on Internet, on balance sheet and operating cash flows being strong. Would you consider increasing your dividend guidance for 2019?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Absolutely, we'd always consider it. I mean, I think, what we see -- and this is a Board decision, so let me be very clear that -- but the strategy of the business is that we believe is a growth business, first and foremost, and we are looking at the oppo",137,"Absolutely, we'd always consider it. I mean, I think, what we see -- and this is a Board decision, so let me be very clear that -- but the strategy of the business is that we believe is a growth business, first and foremost, and we are looking at the opportunities, any number of opportunities. 
That said, we also recognize the dividends demand around our business, and it is a conversation. I can promise you we've said at the outset, this would be progressive dividend policy. And the Board continue to have that conversation balancing the dividend with our growth agenda.
What is very positive, I think, coming at the end of 9 months, and Petri talked of it, is that we have got a strong cash position and we believe in time, we can do both."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","We have just one last question, which is on ADNOC Flex. When will you roll out ADNOC Flex in non-Abu Dhabi stores. The answer is that we already have done this actually on October.",34,"We have just one last question, which is on ADNOC Flex. When will you roll out ADNOC Flex in non-Abu Dhabi stores. The answer is that we already have done this actually on October."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Yes. October 23.",3,"Yes. October 23."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So Flex has been rolled out across all our network.",10,"So Flex has been rolled out across all our network."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","So in the Q3 results, we only see the results of Flex coming from Abu Dhabi. And I think, back to the original, very first question is in terms of our margin. You need to remember the margin of Flex is in our retail fuel margin. And therefore, it is not j",92,"So in the Q3 results, we only see the results of Flex coming from Abu Dhabi. And I think, back to the original, very first question is in terms of our margin. You need to remember the margin of Flex is in our retail fuel margin. And therefore, it is not just a lift and shift from our product margin. An uplift in our margin, we would expect to come, obviously, from our Flex results as well, which is why, I think, the normalized figure is higher than probably people would expect."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","I guess, operator, we have further questions on your side?",10,"I guess, operator, we have further questions on your side?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Our next question comes from Belal Sabbah of Bank of America Merrill Lynch.",13,"Our next question comes from Belal Sabbah of Bank of America Merrill Lynch."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I just have a few questions on the corporate segment. First of all, you've mentioned proactive pricing in the corporate segment drove growth. If you could give us a bit more color on that? And what's happening in the segment? And also on the same topic, i",64,"I just have a few questions on the corporate segment. First of all, you've mentioned proactive pricing in the corporate segment drove growth. If you could give us a bit more color on that? And what's happening in the segment? And also on the same topic, if you could maybe shed some light on why at the EBITDA level corporate, the margin is down?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Okay, I can try to shed light. And please tell me, if it doesn't.In terms of the corporate sector. Let me, kind of, I guess, the best comparison I can give you is what we used to do versus what we do today. What we used to do in terms of prior year re",298,"Okay, I can try to shed light. And please tell me, if it doesn't.
In terms of the corporate sector. Let me, kind of, I guess, the best comparison I can give you is what we used to do versus what we do today. 
What we used to do in terms of prior year results was we actually set a monthly pricing around our gas oil business and our diesel business, in particular. And that's why, therefore, really acted as the benchmark price across at the industry. 
What we found as a result of that is competitively we were disadvantaged. As oil prices went down, we were competitively disadvantaged and then oil prices went up, people kind of tend to buy from us, because we had set a monthly price. 
We now have a more dynamic, probably twice-a-week pricing structure, which is much more in line in fairness with the industry. It's much more of a spot pricing. 
What that means is that actually it is a balance between volume and margin and therefore as the prices go up, we can -- we reposition our pricing, as prices come down we actually maximize also some of the margins. So it's much more dynamic and it's actually more in tune in fairness, I think, with the customers as well. And therefore, that is what has led to where we are. In terms of your questions on the profit and the unit margin, the corporate sector is a very wide sector, it ranges from diesel to trucks, to industrial, to power generation, et cetera. And therefore, there is a level of seasonality around it in terms of where you make your margin and where your pricing is, and I think that is why there is some fluctuation month-to-month within that."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","Operator, do we have any further questions?",7,"Operator, do we have any further questions?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Our next question comes from IIdar Khaziev of HSBC.",9,"Our next question comes from IIdar Khaziev of HSBC."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","I have one question about retail fuel volumes. Do you have any further intelligence which could explain the decline? Do you think this could be driven by maybe shrinking population as well?",32,"I have one question about retail fuel volumes. Do you have any further intelligence which could explain the decline? Do you think this could be driven by maybe shrinking population as well?"
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","I think there is no question there is a number of elements to our retail fuel reduction, because obviously, it's reflected, particularly, in a number of our Emirates where we have 100% market share and obviously, it's reflective of an activity within that",170,"I think there is no question there is a number of elements to our retail fuel reduction, because obviously, it's reflected, particularly, in a number of our Emirates where we have 100% market share and obviously, it's reflective of an activity within that. Certainly in this third quarter so we certainly felt some of that. We see as well and we've recognized that the price at the pump has been an all-time record high, and therefore, we've seen some level of discretionary spend, and when I look at that, I'd given an example of maybe the traffic between Abu Dhabi and Dubai is reduced where people potentially stay over a little bit more and travel less. 
So we definitely have seen some cool off on that. And over the -- over Q3, it's hard to gauge population decline versus people just being out of the region. So I couldn't really comment on which one is which, because obviously, in the Q3 period, you see a significant exodus from the region."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Operator","Our next question is from Taher Safieddine of Citi.",9,"Our next question is from Taher Safieddine of Citi."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","Yes, gentlemen. So I'd just ask a quick follow-up question. On ADNOC Flex. I mean, Abu Dhabi is in the numbers for Q3. It's a AED 10, 20% penetration. My question is as you roll out this into Northern Emirates, which ideally are a lower purchasing power.",166,"Yes, gentlemen. So I'd just ask a quick follow-up question. On ADNOC Flex. I mean, Abu Dhabi is in the numbers for Q3. It's a AED 10, 20% penetration. My question is as you roll out this into Northern Emirates, which ideally are a lower purchasing power. I mean, would you think it's -- I mean, the AED 10 would work as a model? I mean, given the overall macro and the slower or weaker purchasing power for consumer? This is my first question. 
And the second question is why did you start at the top end of the range? I mean, you mentioned optionality. I just want to understand this, can we see, for example, in Northern Emirates a AED 5 offering versus AED 10 in Abu Dhabi? Or it is fixed at AED 10 and you can actually provide some leeway in terms of the discounts on the convenience store offering?
I don't know, I mean, if this is clear, so just some clarity..."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Executives","It is...",3,"It is..."
20726319,591034376,1630789,"Abu Dhabi National Oil Company for Distribution PJSC, Q3 2018 Earnings Call, Nov 15, 2018",2018-11-15,"Earnings Calls","Abu Dhabi National Oil Company for Distribution PJSC","Analysts","And my second question -- sorry, just my second question is on the leverage. IPO guidance was up to 2x net debt-to-EBITDA, you're almost at 0.1. So this gives you a huge amount of cushion to do whatever you want. If I look at the dividend guidance movin",129,"And my second question -- sorry, just my second question is on the leverage. IPO guidance was up to 2x net debt-to-EBITDA, you're almost at 0.1. So this gives you a huge amount of cushion to do whatever you want. 
If I look at the dividend guidance moving forward of at least 60% after we get out of the absolute numbers, I mean, do you think for this business being such highly cash generative that you can actually easily sustain a dividend payout of around about 80%, 85% without jeopardizing growth? I just want to get your thoughts around that. I know it's a Board decision, but for you as management, I mean, how do you think about this business as the cash flow generation picks up moving forward?"
